ID,age,sex
7507,52.0,M
7508,54.0,M
7509,36.0,M
7511,49.0,M
7512,69.0,M
7513,40.0,F
7514,50.0,F
7515,62.0,M
7516,57.0,F
7517,37.0,F
7518,31.0,M
7519,20.0,F
7521,43.0,F
7524,45.0,F
7525,30.0,M
7526,51.0,F
7528,54.0,M
7530,34.0,F
7532,42.0,M
7534,48.0,M
7537,55.0,M
7539,32.0,M
7541,23.0,M
7542,66.0,F
7545,20.0,F
7547,49.0,M
7550,34.0,M
7551,21.0,M
7552,49.0,F
7553,49.0,F
7555,57.0,M
7556,34.0,M
7558,31.0,F
7559,60.0,F
7561,38.0,M
7562,38.0,M
7564,68.0,F
7568,57.0,F
7569,40.0,F
7572,59.0,M
7573,37.0,F
7575,52.0,F
7577,73.0,M
7579,27.0,M
7580,39.0,F
7581,45.0,M
7582,25.0,M
7584,49.0,M
7585,38.0,M
7586,46.0,F
7588,70.0,F
7589,65.0,M
7590,75.0,M
7591,36.0,F
3536,43.0,F
7597,47.0,F
7598,27.0,F
7600,56.0,M
7601,40.0,M
7602,49.0,M
1091,65.0,M
7607,66.0,F
7608,34.0,M
7609,50.0,F
7610,33.0,M
7611,20.0,M
7613,31.0,M
7616,39.0,M
7617,57.0,M
7619,58.0,M
7620,65.0,M
7622,51.0,F
7623,20.0,F
7624,20.0,M
7628,39.0,M
7629,56.0,M
7633,30.0,M
7634,32.0,F
7635,71.0,F
7636,52.0,F
7637,75.0,M
7638,64.0,F
7639,43.0,F
7641,48.0,F
2828,48.0,F
7643,37.0,F
7647,58.0,M
7648,20.0,F
7649,18.0,M
7650,35.0,F
7651,63.0,F
7652,58.0,F
7653,39.0,M
7654,22.0,F
7657,47.0,F
7658,35.0,M
7659,59.0,M
7662,74.0,M
7664,42.0,F
7665,58.0,F
7666,29.0,M
7667,36.0,M
7668,84.0,M
7669,36.0,M
7670,35.0,F
7671,58.0,M
7672,64.0,M
7674,47.0,M
7675,60.0,F
7677,43.0,F
7678,60.0,M
7679,37.0,M
7680,46.0,M
7681,27.0,F
7682,49.0,F
7683,35.0,M
7684,74.0,F
7685,39.0,M
7686,50.0,F
7687,37.0,M
7688,43.0,M
7689,39.0,F
7691,40.0,F
7692,45.0,F
7694,40.0,F
7697,52.0,F
7701,37.0,M
7702,50.0,F
7703,45.0,M
7704,53.0,M
7709,38.0,M
7710,58.0,M
7712,44.0,F
7713,46.0,M
7714,68.0,M
7716,57.0,F
7719,65.0,F
7723,57.0,F
7724,39.0,F
7634,32.0,F
7726,67.0,M
7727,62.0,F
7729,36.0,M
7730,33.0,M
7731,43.0,M
7733,32.0,F
7734,59.0,F
7735,55.0,F
7736,50.0,M
7737,47.0,F
7739,49.0,F
7740,43.0,M
7741,45.0,F
7743,29.0,M
7745,42.0,M
7746,39.0,F
7747,34.0,F
7748,62.0,M
7749,43.0,F
7751,35.0,M
7752,51.0,F
7753,43.0,M
7754,50.0,F
7757,56.0,F
7759,52.0,M
7760,62.0,F
7761,34.0,F
7762,44.0,F
7765,48.0,M
7766,38.0,M
7768,35.0,M
7770,41.0,M
7772,40.0,F
7773,64.0,M
7774,28.0,M
7776,27.0,M
7777,35.0,F
7780,25.0,F
7782,33.0,M
7783,62.0,F
7784,45.0,M
7785,36.0,M
7786,30.0,M
7787,43.0,M
7789,48.0,M
7790,63.0,M
7791,65.0,M
7792,29.0,F
7793,56.0,F
7794,36.0,M
7795,47.0,M
7797,37.0,M
7798,35.0,M
7799,59.0,F
7801,68.0,F
2896,34.0,F
7803,45.0,F
7805,20.0,M
7807,48.0,F
7808,42.0,F
7809,37.0,M
7810,74.0,M
7811,35.0,M
7812,54.0,F
7813,28.0,M
7814,46.0,F
7819,60.0,F
7820,46.0,F
7821,38.0,M
7822,47.0,F
7823,36.0,F
7824,42.0,F
7825,34.0,M
7826,58.0,M
7827,45.0,M
7828,27.0,F
7830,65.0,M
7832,27.0,M
7833,34.0,F
7834,48.0,F
7836,22.0,M
7838,38.0,M
7839,33.0,F
7841,46.0,F
7843,49.0,M
7844,37.0,F
7845,63.0,M
7846,42.0,M
7847,36.0,M
7848,51.0,M
7850,42.0,M
7851,58.0,M
7852,28.0,F
7854,44.0,F
7855,67.0,M
7857,56.0,F
7859,33.0,F
7860,49.0,M
7861,39.0,F
7862,55.0,M
7864,35.0,F
7865,53.0,M
7867,52.0,F
7868,59.0,M
7869,53.0,F
7870,45.0,M
7871,43.0,M
7872,69.0,M
7873,38.0,F
7877,50.0,F
7878,48.0,M
7880,33.0,F
7881,34.0,M
7882,30.0,F
7883,42.0,M
7885,34.0,M
7887,32.0,M
7889,68.0,M
7890,54.0,F
7891,32.0,F
7893,28.0,F
7894,51.0,F
7897,21.0,F
7899,40.0,F
7903,20.0,F
7904,40.0,M
7905,74.0,F
7907,20.0,M
7909,61.0,F
7910,30.0,F
7912,16.0,M
7913,33.0,M
7914,63.0,F
7915,51.0,M
7916,15.0,F
7917,66.0,F
7919,68.0,F
7920,49.0,M
7921,57.0,M
7922,31.0,M
7923,42.0,F
7924,29.0,F
7926,64.0,F
7927,53.0,M
7929,65.0,F
7932,16.0,F
7933,58.0,M
7935,37.0,M
7937,47.0,F
7940,60.0,F
7945,54.0,F
7946,20.0,M
7948,69.0,M
7949,49.0,F
7950,26.0,F
7952,64.0,F
7954,43.0,F
7957,46.0,M
7959,59.0,M
7960,59.0,M
7961,41.0,F
7962,40.0,M
7963,63.0,M
7964,63.0,M
7965,44.0,F
7968,33.0,F
7970,52.0,F
7971,45.0,F
7972,78.0,F
7974,48.0,F
7975,42.0,M
7976,40.0,F
7977,56.0,M
7980,37.0,M
7981,37.0,M
7984,51.0,F
7985,29.0,F
7986,64.0,F
7987,56.0,M
7988,57.0,F
7989,47.0,M
7991,48.0,M
7992,51.0,M
7994,37.0,F
7996,22.0,M
7997,64.0,M
7998,20.0,F
7999,44.0,M
8000,25.0,F
8001,26.0,F
8003,33.0,M
8005,61.0,M
8006,42.0,M
8008,40.0,M
8009,56.0,M
8011,60.0,M
8015,45.0,F
8018,21.0,F
8019,46.0,F
8020,43.0,F
8022,32.0,M
8024,42.0,F
8025,48.0,F
8026,30.0,M
8027,36.0,F
8028,66.0,M
8029,43.0,F
8030,44.0,M
8031,42.0,M
8033,56.0,M
8037,42.0,M
8038,45.0,M
8039,60.0,F
8042,61.0,M
8043,59.0,M
8044,50.0,F
8045,42.0,M
8046,40.0,M
8048,45.0,F
8049,53.0,M
8050,57.0,F
8051,53.0,F
8052,30.0,M
8053,41.0,M
8054,46.0,F
8055,59.0,F
8059,65.0,M
8061,53.0,F
8062,49.0,M
8063,40.0,M
8064,53.0,M
8066,53.0,F
8067,56.0,M
8068,31.0,M
8069,49.0,M
8071,58.0,F
8073,57.0,F
8075,52.0,F
8077,39.0,M
8079,32.0,F
8080,34.0,F
8082,56.0,M
8083,47.0,M
8084,56.0,M
8085,38.0,M
8086,58.0,F
8088,48.0,F
8089,44.0,M
8091,42.0,M
8092,41.0,F
7634,32.0,F
8094,57.0,F
8096,22.0,M
8097,33.0,F
8100,43.0,M
8101,51.0,M
8102,43.0,M
8103,71.0,M
8106,43.0,F
8109,36.0,M
8110,44.0,M
8111,30.0,F
8113,69.0,M
8114,37.0,M
8116,60.0,F
8117,55.0,F
8118,21.0,F
8119,31.0,F
8121,50.0,M
8122,73.0,M
8123,44.0,F
8124,57.0,F
8125,72.0,M
8126,44.0,M
8127,27.0,F
8128,69.0,M
8129,41.0,M
8133,45.0,M
8134,48.0,M
8137,51.0,M
8138,73.0,M
8139,31.0,M
8141,38.0,F
8143,36.0,M
8145,37.0,M
8147,24.0,M
8148,33.0,M
8149,40.0,F
8150,54.0,M
8151,35.0,F
8153,47.0,F
8155,37.0,M
8156,53.0,F
8159,50.0,M
8164,19.0,F
8165,56.0,M
8166,42.0,M
8168,37.0,F
8169,58.0,M
8170,59.0,M
8171,51.0,M
8172,23.0,F
8173,44.0,F
8175,40.0,F
8176,57.0,F
8177,36.0,F
8178,57.0,F
8179,50.0,F
8181,43.0,F
8182,26.0,F
8183,19.0,M
8184,49.0,M
8185,29.0,F
8190,34.0,M
8191,55.0,M
8194,55.0,M
8195,50.0,M
8197,48.0,M
8198,36.0,F
8200,48.0,F
8201,56.0,F
8202,43.0,M
8203,47.0,M
8204,55.0,M
8205,37.0,M
8206,51.0,M
8207,56.0,M
8211,59.0,M
8212,40.0,F
8213,67.0,M
8214,40.0,M
8218,65.0,F
8222,44.0,M
8223,62.0,F
8225,66.0,F
8226,38.0,M
8227,61.0,M
8230,49.0,F
8231,36.0,F
8232,32.0,F
8236,35.0,M
8242,40.0,M
8244,62.0,M
8245,59.0,F
8246,32.0,M
8249,46.0,M
8250,50.0,M
8251,52.0,M
8254,36.0,M
8256,45.0,M
8258,52.0,M
8259,61.0,F
8260,58.0,M
8262,44.0,M
8263,70.0,F
8264,49.0,M
8265,56.0,M
8266,47.0,M
8267,38.0,M
8268,33.0,F
8269,38.0,M
8270,55.0,M
8271,49.0,F
8273,22.0,F
8274,34.0,F
8275,21.0,F
8276,62.0,F
8277,38.0,M
8278,58.0,M
8279,40.0,F
8280,32.0,M
8284,54.0,M
8285,20.0,F
8286,34.0,M
8287,35.0,F
8288,67.0,M
8291,38.0,M
8292,53.0,F
8293,31.0,M
8295,40.0,F
8296,49.0,F
8299,48.0,F
8300,69.0,F
8301,47.0,F
8303,35.0,M
8305,47.0,F
8307,53.0,M
8310,51.0,F
8311,35.0,M
8312,38.0,M
8313,49.0,M
8314,30.0,F
8315,34.0,M
8316,45.0,F
8318,35.0,F
8319,64.0,M
8320,45.0,M
8321,67.0,M
8327,56.0,M
8328,46.0,M
8330,48.0,M
8331,49.0,F
8332,46.0,F
8333,43.0,M
8334,43.0,F
8335,45.0,M
8337,37.0,F
8339,62.0,F
8341,49.0,F
8344,42.0,F
8346,30.0,M
8347,34.0,F
8349,59.0,M
8351,54.0,M
8352,23.0,F
8353,47.0,M
8355,49.0,F
8358,78.0,M
8359,36.0,M
8360,31.0,F
8361,57.0,F
8362,44.0,M
8363,31.0,F
8365,41.0,M
8366,28.0,M
8367,80.0,F
8368,28.0,F
8370,64.0,M
8371,53.0,M
8372,41.0,F
8373,50.0,F
8374,57.0,M
8375,48.0,F
8376,53.0,F
8377,66.0,M
8378,70.0,F
8379,69.0,F
8381,72.0,M
8382,66.0,F
8383,46.0,F
3621,32.0,F
8385,55.0,F
8386,54.0,M
8388,32.0,F
8390,37.0,M
8392,36.0,F
8395,63.0,F
8396,37.0,M
8397,58.0,M
8398,38.0,M
8399,54.0,M
8400,39.0,M
8402,42.0,M
8403,40.0,M
8404,37.0,F
8405,40.0,M
8406,51.0,M
8407,46.0,M
8408,46.0,M
8409,33.0,F
8410,71.0,F
8411,46.0,M
8412,72.0,M
8413,49.0,F
8414,59.0,M
8415,56.0,F
8416,51.0,M
8417,55.0,M
8418,31.0,F
8419,53.0,M
8420,50.0,M
8421,53.0,F
8422,25.0,F
8423,42.0,F
8424,58.0,F
8426,40.0,F
8428,67.0,F
8429,37.0,F
8430,70.0,F
8431,44.0,F
8432,31.0,M
8433,74.0,F
8435,52.0,M
8436,54.0,M
8437,41.0,M
8438,69.0,M
8440,71.0,M
8441,38.0,F
8442,53.0,M
8443,43.0,M
8444,36.0,F
8447,39.0,M
8448,33.0,M
8450,46.0,M
8451,64.0,F
8454,25.0,F
8455,42.0,F
8457,41.0,M
8459,44.0,M
8461,47.0,M
8462,39.0,M
8463,41.0,F
8466,52.0,F
8469,37.0,F
8470,54.0,M
8471,22.0,F
8474,42.0,F
8475,42.0,F
8477,47.0,M
8479,34.0,F
8480,37.0,M
8481,48.0,M
8482,20.0,M
8484,56.0,M
8485,44.0,M
8486,44.0,M
8487,57.0,M
8493,51.0,M
8494,38.0,F
8495,49.0,F
8496,32.0,M
8499,30.0,F
8504,30.0,F
947,63.0,M
8507,65.0,M
8509,49.0,M
8510,42.0,F
8511,29.0,F
8514,60.0,M
8515,50.0,M
8518,40.0,M
8519,39.0,F
8520,61.0,F
8522,59.0,F
8523,65.0,F
8524,45.0,M
8525,19.0,M
8526,33.0,M
8527,46.0,M
8528,37.0,M
8529,70.0,M
8531,35.0,M
8532,44.0,F
8533,63.0,M
8535,38.0,M
8536,64.0,F
8537,38.0,F
8538,33.0,F
8539,53.0,M
8540,27.0,F
8542,52.0,F
8543,51.0,M
8545,47.0,F
8550,37.0,M
8551,63.0,M
8555,45.0,M
8556,56.0,M
8557,66.0,F
8558,46.0,M
8559,33.0,F
8560,51.0,F
8561,33.0,F
8562,44.0,M
8564,40.0,F
8566,69.0,F
8568,47.0,M
8569,52.0,M
8571,48.0,M
8572,31.0,M
8573,53.0,M
8574,37.0,M
8576,49.0,F
8577,57.0,M
8578,42.0,F
8581,70.0,F
5561,70.0,M
8586,51.0,F
8588,49.0,M
8590,39.0,F
8591,67.0,M
8592,25.0,F
8593,36.0,M
8594,36.0,F
8596,41.0,F
8598,39.0,F
8599,50.0,M
8600,20.0,F
8601,49.0,M
8603,55.0,F
8604,55.0,F
8606,59.0,M
8607,36.0,M
8608,42.0,M
8609,41.0,M
8610,37.0,M
8611,44.0,M
8613,36.0,M
8614,45.0,M
8615,66.0,F
8616,35.0,F
8617,50.0,M
8618,33.0,M
8620,54.0,M
8621,33.0,F
8622,26.0,M
8623,44.0,M
8625,71.0,M
8626,54.0,M
8628,58.0,F
8629,40.0,M
8632,40.0,M
8633,55.0,F
8634,51.0,M
8635,44.0,M
8636,58.0,M
8637,37.0,M
8639,48.0,M
8640,58.0,F
8642,52.0,F
8643,29.0,M
8644,42.0,M
8645,52.0,F
8646,39.0,M
8648,47.0,M
8650,61.0,F
8651,20.0,M
8652,42.0,F
8653,42.0,M
8655,46.0,M
8656,38.0,F
8657,58.0,F
8658,43.0,F
8661,55.0,F
8663,37.0,M
8665,49.0,M
8666,42.0,M
8669,76.0,M
8670,44.0,M
8672,60.0,F
8673,50.0,M
8675,24.0,M
8678,67.0,M
8680,39.0,M
8681,33.0,F
8683,54.0,M
8684,31.0,M
8685,57.0,F
8686,44.0,M
8688,43.0,M
8690,70.0,F
8691,56.0,F
8692,27.0,M
8693,39.0,F
8694,38.0,F
8695,34.0,M
8696,20.0,M
8698,69.0,F
8701,65.0,M
8702,61.0,M
8703,73.0,M
8706,61.0,F
8707,37.0,F
8708,61.0,F
8711,42.0,M
8712,40.0,F
8713,20.0,M
7995,52.0,F
8716,70.0,M
8717,33.0,M
8722,65.0,M
8723,27.0,M
8724,64.0,M
8726,20.0,M
8731,52.0,M
8732,39.0,F
8733,21.0,M
8734,24.0,M
8736,40.0,F
8737,32.0,F
8739,35.0,F
8741,69.0,M
8742,36.0,F
8744,45.0,F
8746,54.0,M
8747,56.0,M
8750,63.0,F
8752,46.0,F
8753,44.0,M
8754,29.0,F
8755,61.0,M
8757,49.0,F
8758,36.0,F
8759,66.0,M
8760,62.0,M
8761,60.0,F
8762,64.0,M
8765,75.0,M
8766,20.0,F
8767,45.0,M
8768,20.0,M
8769,15.0,M
8770,39.0,M
8771,39.0,M
8772,38.0,M
8774,56.0,M
8775,39.0,M
8776,48.0,F
8777,54.0,M
8778,51.0,M
8779,47.0,M
8781,51.0,F
8782,55.0,F
8783,47.0,F
8785,64.0,M
8786,34.0,M
8788,32.0,F
8789,51.0,M
8790,50.0,M
8791,44.0,M
8792,54.0,M
8794,79.0,M
8796,41.0,M
8797,44.0,M
8798,42.0,F
8800,64.0,M
8804,30.0,M
8806,51.0,F
8808,73.0,F
8810,46.0,F
8811,62.0,M
8813,54.0,M
8814,55.0,M
8816,29.0,F
8818,49.0,F
8819,77.0,M
8821,32.0,M
8824,48.0,F
8825,39.0,M
8826,57.0,M
8828,40.0,F
8829,50.0,M
8830,40.0,F
8831,68.0,M
8833,55.0,M
8834,40.0,F
8835,52.0,F
8838,34.0,M
8839,73.0,M
8841,67.0,F
8842,41.0,F
8843,38.0,F
8844,54.0,M
8845,33.0,F
8846,52.0,F
8847,43.0,F
8849,33.0,M
8851,72.0,F
8852,75.0,M
8853,51.0,M
8854,48.0,M
8856,65.0,M
8859,61.0,F
8860,62.0,M
8861,58.0,M
8862,38.0,M
8864,36.0,M
8865,46.0,M
8866,61.0,M
8867,28.0,F
8868,65.0,M
8869,49.0,F
8870,20.0,M
8871,42.0,M
8872,32.0,M
8874,38.0,M
8875,43.0,F
8877,38.0,M
8878,47.0,M
8880,46.0,M
8881,73.0,F
8882,50.0,F
8883,51.0,M
8884,64.0,M
8886,53.0,M
8887,39.0,M
8888,41.0,F
8890,19.0,F
8892,61.0,F
8894,53.0,M
8896,62.0,M
8899,22.0,M
8901,32.0,M
8902,47.0,M
8903,40.0,F
8904,39.0,F
8905,21.0,F
8906,53.0,M
8907,42.0,F
8908,54.0,F
8909,38.0,M
8910,37.0,M
8912,33.0,F
8913,51.0,F
8914,20.0,F
8915,33.0,M
8916,56.0,M
8918,43.0,M
8919,59.0,M
8921,37.0,F
8922,45.0,F
8923,43.0,F
8925,36.0,M
8927,37.0,M
8928,49.0,M
8932,49.0,F
8933,37.0,M
8935,43.0,M
8939,62.0,F
8940,33.0,F
8941,58.0,M
8942,20.0,M
8945,32.0,F
8946,60.0,F
8947,54.0,M
8948,49.0,M
8950,46.0,M
8951,58.0,M
8955,43.0,M
8956,31.0,F
8957,33.0,F
8959,45.0,M
8960,30.0,F
8965,27.0,M
8966,43.0,M
8967,66.0,M
8968,41.0,M
8969,70.0,F
8970,41.0,F
8973,53.0,F
8974,46.0,M
8975,46.0,F
8976,42.0,F
8980,63.0,M
8982,52.0,F
8983,43.0,M
8984,53.0,M
8985,45.0,F
8986,60.0,F
8987,36.0,M
8988,66.0,F
8992,32.0,M
8993,51.0,M
8998,50.0,F
8999,48.0,M
9000,54.0,M
9001,33.0,F
9002,47.0,F
9004,63.0,F
9005,39.0,M
9008,47.0,M
9010,49.0,M
9012,63.0,F
9013,56.0,F
9018,40.0,F
9019,61.0,M
9020,22.0,M
9022,36.0,F
9023,76.0,F
9025,50.0,M
9030,61.0,F
9031,45.0,F
9033,43.0,M
9034,39.0,F
9035,47.0,M
9036,63.0,F
9037,58.0,F
9040,30.0,F
9041,57.0,F
9042,51.0,M
9043,49.0,M
9048,31.0,M
9050,50.0,M
9053,23.0,F
9054,60.0,M
9055,42.0,M
9056,45.0,M
9057,44.0,M
9058,35.0,F
9059,44.0,F
9060,35.0,F
9061,36.0,M
9063,36.0,F
9064,45.0,F
9067,45.0,M
9071,57.0,M
9072,35.0,F
9073,53.0,M
9076,28.0,F
9077,44.0,M
9078,36.0,F
9079,54.0,F
9082,31.0,F
9084,15.0,F
9085,57.0,F
9086,43.0,M
9088,45.0,F
9090,56.0,M
9091,49.0,M
9092,41.0,M
9097,39.0,M
9099,49.0,F
5303,32.0,M
9104,43.0,M
9105,50.0,M
9107,63.0,F
9108,61.0,M
9109,45.0,M
9110,46.0,F
9111,53.0,F
9112,48.0,M
9113,54.0,F
9116,52.0,M
9117,48.0,F
9119,51.0,M
9120,50.0,M
9121,66.0,M
9123,42.0,F
5216,32.0,F
9128,26.0,F
9130,68.0,F
9131,57.0,F
9135,59.0,F
9136,42.0,M
9138,32.0,M
9139,31.0,F
9140,30.0,M
9141,43.0,M
9142,20.0,F
9143,45.0,F
9144,42.0,M
9147,52.0,F
9148,60.0,M
9151,36.0,M
9152,41.0,F
9153,49.0,M
9154,49.0,M
9155,41.0,F
9156,31.0,F
9157,44.0,M
9159,40.0,F
9160,52.0,M
9161,37.0,M
9163,59.0,F
9166,53.0,M
9168,62.0,F
9169,20.0,M
9173,45.0,F
9176,53.0,F
9177,36.0,M
9178,44.0,M
9182,33.0,M
9184,52.0,F
9186,47.0,F
9187,33.0,F
9190,50.0,M
9191,21.0,M
9192,38.0,F
9193,47.0,F
9195,20.0,F
9196,43.0,M
9200,65.0,F
9202,43.0,M
9206,63.0,M
9209,51.0,F
9210,52.0,M
9211,44.0,F
9212,65.0,M
9214,33.0,M
9216,59.0,F
9217,46.0,M
9218,39.0,F
9219,65.0,M
9220,69.0,M
9221,49.0,M
9223,45.0,M
9224,44.0,F
9225,38.0,M
9226,35.0,F
9227,15.0,M
9228,27.0,F
9229,51.0,M
9230,25.0,F
9231,49.0,F
9233,56.0,M
9234,41.0,M
9236,54.0,M
9237,42.0,F
9239,33.0,F
9241,45.0,F
9242,45.0,M
9243,37.0,M
9244,40.0,F
9246,50.0,M
9248,21.0,M
9249,47.0,F
9251,61.0,M
9252,60.0,M
9253,68.0,M
9255,32.0,M
9256,31.0,F
9258,29.0,F
9259,35.0,M
9263,29.0,F
9264,60.0,M
9265,71.0,M
9266,32.0,F
9270,43.0,M
9271,28.0,F
9272,21.0,F
9274,61.0,F
9276,34.0,F
9279,42.0,M
9282,47.0,F
9284,33.0,F
9287,56.0,F
9288,58.0,F
9239,33.0,F
9293,42.0,F
9294,37.0,F
9298,37.0,F
9301,29.0,F
9303,35.0,F
9304,62.0,M
9305,31.0,F
9306,75.0,F
9309,36.0,F
9310,32.0,F
9312,47.0,F
9313,22.0,M
9314,43.0,F
9317,31.0,F
9318,20.0,F
9319,39.0,F
9320,53.0,M
9322,43.0,M
9323,39.0,M
9328,71.0,M
9331,20.0,M
9338,38.0,F
9339,41.0,M
9340,20.0,M
9342,64.0,M
9343,38.0,M
9344,55.0,F
9345,37.0,M
9346,46.0,M
9351,46.0,F
9354,64.0,M
9355,51.0,M
9357,47.0,M
9358,39.0,M
9361,30.0,M
9362,41.0,F
9363,29.0,M
9372,14.0,M
9373,47.0,M
9374,33.0,M
9376,20.0,F
9378,63.0,F
9379,79.0,M
9381,38.0,F
9382,35.0,M
9384,40.0,F
9385,56.0,F
9386,46.0,M
7301,43.0,F
9389,47.0,F
9390,20.0,F
9391,40.0,F
9393,49.0,M
4711,46.0,F
9396,68.0,M
9398,43.0,M
9402,54.0,F
9405,49.0,M
9406,40.0,M
9407,36.0,F
9409,46.0,M
9410,47.0,F
9412,36.0,F
9414,42.0,F
9415,31.0,M
9416,37.0,M
9418,53.0,F
9420,41.0,F
9424,44.0,M
9425,55.0,F
9429,43.0,F
9430,54.0,F
9431,20.0,F
9432,59.0,F
9436,40.0,M
9438,20.0,F
9440,47.0,M
9441,51.0,F
9443,39.0,F
9444,49.0,F
9446,52.0,F
9447,37.0,F
9448,55.0,M
9449,30.0,F
9450,19.0,F
9451,56.0,M
9466,47.0,M
9468,46.0,M
9471,34.0,M
9472,70.0,F
9475,63.0,F
9477,19.0,F
9480,46.0,M
9481,47.0,F
9486,29.0,F
9487,46.0,F
9488,34.0,M
9489,56.0,M
9490,42.0,F
3643,46.0,M
9495,37.0,M
9496,40.0,F
9497,46.0,F
9499,54.0,M
9500,47.0,F
9503,23.0,M
9508,25.0,M
9511,58.0,M
9513,47.0,F
9514,52.0,M
9516,32.0,M
9518,53.0,F
9521,30.0,M
9523,45.0,M
9524,39.0,F
9526,43.0,M
9528,68.0,F
9530,32.0,F
9536,63.0,M
9540,20.0,M
9542,36.0,M
9543,38.0,F
9549,41.0,F
9550,50.0,F
9551,31.0,F
9552,44.0,M
9554,45.0,M
9555,38.0,F
9556,44.0,M
9559,49.0,M
9560,39.0,F
9562,55.0,F
9564,52.0,M
9565,68.0,F
9566,62.0,M
9568,43.0,M
9569,58.0,M
9570,65.0,F
9571,57.0,M
9572,40.0,F
9574,70.0,F
9575,53.0,M
9583,43.0,F
9584,27.0,M
9585,27.0,F
9589,38.0,M
9591,38.0,M
9594,50.0,M
9595,51.0,M
9604,33.0,M
9605,54.0,F
9606,55.0,F
9607,42.0,F
9615,61.0,F
9617,59.0,M
9618,45.0,F
9620,37.0,F
9623,44.0,F
9624,47.0,F
9625,46.0,F
9626,27.0,F
9627,42.0,F
9630,41.0,F
9632,29.0,F
9638,46.0,F
9639,48.0,M
9642,41.0,F
9643,42.0,F
9646,46.0,M
9647,45.0,M
9648,54.0,M
9655,32.0,F
9657,46.0,M
9659,54.0,F
9660,55.0,M
7583,53.0,M
9662,18.0,F
9663,38.0,F
9665,50.0,M
9667,38.0,F
9668,36.0,F
9669,24.0,F
9670,53.0,M
9671,45.0,F
3611,44.0,M
9674,50.0,F
9676,46.0,F
9677,35.0,F
9679,85.0,F
9691,47.0,M
9692,31.0,F
9693,46.0,F
9694,24.0,M
9699,38.0,F
9701,33.0,F
9702,40.0,F
9706,39.0,M
9707,49.0,M
9709,44.0,M
9710,43.0,F
9711,43.0,F
9712,33.0,M
9713,34.0,F
9714,37.0,F
9716,31.0,M
9718,69.0,F
9722,36.0,M
9723,36.0,F
9724,49.0,M
9726,43.0,M
9727,41.0,F
9729,62.0,M
9731,32.0,F
9734,37.0,F
9737,20.0,F
9741,35.0,F
9744,31.0,M
9745,48.0,F
9747,52.0,M
9749,38.0,M
9750,53.0,M
9751,59.0,M
9752,54.0,M
9755,40.0,F
9758,44.0,F
9764,39.0,M
9767,35.0,M
9768,36.0,M
9772,32.0,M
9774,47.0,F
9775,66.0,M
9778,69.0,M
9779,62.0,M
9781,57.0,M
9782,21.0,M
9783,26.0,F
9787,70.0,M
9790,38.0,F
9791,45.0,F
9792,33.0,M
9793,32.0,F
9795,44.0,F
9799,42.0,M
9801,45.0,M
9804,48.0,M
9805,43.0,F
9807,42.0,M
9809,36.0,M
9811,24.0,M
9813,54.0,F
9818,35.0,M
9819,33.0,F
9821,44.0,M
9822,64.0,F
9823,42.0,M
9825,43.0,M
9826,30.0,M
9827,33.0,F
9828,42.0,F
9832,36.0,F
9834,47.0,M
9837,28.0,M
9838,43.0,M
9840,54.0,M
9847,61.0,M
9849,55.0,M
9850,34.0,F
9851,37.0,F
9852,65.0,M
9853,53.0,F
9854,45.0,F
9856,68.0,F
9860,61.0,F
9861,64.0,M
9862,48.0,F
9863,53.0,M
9864,41.0,M
9865,38.0,F
9866,32.0,M
9867,40.0,F
9868,38.0,F
9870,31.0,F
9876,40.0,F
9877,39.0,M
9879,49.0,F
9882,54.0,F
9883,35.0,M
9884,72.0,M
9886,36.0,F
9887,20.0,M
9888,46.0,F
9893,51.0,F
9894,37.0,F
9895,45.0,M
9898,42.0,M
9899,59.0,M
9905,40.0,M
9913,39.0,F
9916,20.0,M
9917,67.0,F
9918,26.0,F
9919,49.0,F
9920,60.0,F
9921,32.0,F
947,63.0,M
9923,43.0,M
9924,57.0,F
9926,63.0,M
9929,51.0,M
9930,25.0,M
9933,64.0,M
9934,63.0,M
9935,38.0,M
9937,45.0,M
9941,43.0,M
9942,40.0,M
9943,37.0,F
9947,37.0,M
9950,50.0,M
9951,49.0,M
9953,69.0,F
9954,64.0,F
9955,48.0,F
9957,46.0,M
9960,40.0,F
9961,34.0,F
9962,50.0,F
9967,43.0,M
9968,36.0,M
9969,37.0,M
9972,36.0,M
9975,34.0,M
9976,47.0,M
9977,40.0,M
9978,48.0,F
8834,40.0,F
9982,36.0,F
9983,49.0,F
9984,17.0,F
9986,41.0,M
9987,61.0,M
9993,40.0,M
9994,41.0,M
9995,57.0,M
9996,31.0,F
9998,48.0,M
10001,49.0,M
10002,43.0,F
10003,67.0,F
10004,59.0,F
10005,48.0,F
10011,29.0,M
10012,58.0,M
10013,38.0,M
10016,31.0,M
10019,45.0,M
10020,38.0,F
10024,62.0,M
10025,57.0,F
5283,40.0,F
10029,41.0,M
10031,57.0,M
10032,64.0,M
10033,35.0,M
4857,65.0,M
10039,30.0,F
10043,39.0,M
10045,48.0,M
10047,62.0,F
10048,44.0,M
10049,50.0,F
10052,29.0,M
10058,65.0,F
10059,42.0,M
10060,67.0,M
10064,77.0,M
10066,54.0,F
10067,49.0,F
10068,38.0,F
10069,55.0,F
10070,31.0,F
1159,16.0,M
10072,61.0,M
10074,64.0,F
10075,54.0,M
10076,40.0,F
10078,40.0,M
